BF_ID	SITENAME	CONTINENT	COUNTRY	BF_TYPE	COMPLETENESS	FINDER	FINDERS_NO	SITE_SUBDIV	CONTEXT_LEVEL	DATE_FOUND	MUSEUM_HOLDER	MUSEUM_ACCESSION_NO	MUSEUM_ACCESSION_DATE	RAW_MATERIAL_TYPE	RAW_MATERIAL_TEXTURE	RAW_MATERIAL_HARDNESS	DEGREE_PATINATION	CORTEX_TYPE	CORTEX_FRONT	CORTEX_BACK	CONDITION	EDGE_PROFILE	BLANK_TYPE	BUTT_TYPE	BUTT_WORKING	WEIGHT	LENGTH	BREADTH	L1	L1_BREADTH	BB	BM	BA	BREADTH_DIV_LENGTH	L1_DIV_LENGTH	BA_DIV_BB	CIRCUMFERENCE	AREA	PERCENTAGE_WORKED	FRONTAL_SYMMETRY	THICKNESS	THICKNESS_DIV_BREADTH	EDGE_VIEW_L1	EDGE_VIEW_THICKNESS_L1	TB	TM	TA	EDGE_VIEW_CIRCUMFERENCE	EDGE_VIEW_AREA	EDGE_VIEW_SYMMETRY	NOTES
230	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	157	101.41	68.8	34.6	68.6	61.8	63.9	46.8	0.67	0.34	0.75	258.3	5291.3	100	0.04	22.3	0.32	44.9	21.4	17.9	20.8	12.8	202.2	1549.8	0.02	
231	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	276	116.82	82.9	47.7	82.9	74.3	78.7	57	0.7	0.4	0.76	294.2	7330	100	0.02	27.2	0.32	48.9	26.4	22.6	25.5	13.5	235.3	2218.9	0.01	
232	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	340	123.98	84.8	52.6	84.6	66.8	81.9	55.3	0.68	0.42	0.82	294.4	7686	100	0.01	33.6	0.39	65.7	33.1	23.9	32.1	22.2	263	2960.5	0.02	
233	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	368	126.92	80.4	58.1	79.6	70.7	77.7	51.1	0.63	0.45	0.72	306	7783.9	100	0.01	35.6	0.44	42	34.9	30.6	33.5	18.2	262.3	3322.3	0.03	
234	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	192	101.24	77.7	57.9	76.6	61	75.6	50.7	0.76	0.57	0.83	259.1	5882.8	100	0.01	23.6	0.3	47.3	23.4	17.2	23.1	12.4	201.1	1649.7	0.02	NOTCH ADJACENT TIP
235	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	25	0	LIGHTLY ABRADED	LINEAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	260	101.66	81.9	39.6	81.9	72.6	78.1	52	0.8	0.38	0.71	297.6	6306.1	90	0.03	28.7	0.35	32.9	26.9	24	24.9	18.6	221.3	2298.9	0.01	UNWORKED PLATFORM BUTT
236	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	200	103.04	72.8	47.7	72.8	62.9	70.8	56.2	0.7	0.46	0.89	264.5	6035.3	100	0.01	26.3	0.36	50.8	25.4	15.1	25.2	17	216.8	1797.4	0.03	DISTINCTIVE BANDED BROWN TO DARK BROWN PATINATION STRIPS
237	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1879	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	FRESH	HARD CHALK RIND	0	5	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	340	125.87	80	54.5	79.6	70.1	77	58.5	0.63	0.43	0.83	312.4	7827.7	100	0.01	33	0.41	59.1	32.2	23.7	30.9	19.5	257.9	2805.2	0.02	FROST FRACTURED WITH SMALL POT LIDS
238	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	10	5	ABRADED	LINEAR	UNCLEAR	PARTIALLY CORTICAL	PARTIALLY WORKED	252	103.35	73.7	44.4	73.5	58.9	70.1	54.1	0.71	0.42	0.91	253.6	5731.7	82	0.02	35.3	0.47	40.6	34.1	25.2	32.6	20.3	195.8	2254.4	0.02	UNWORKED CORTICAL EDGE
239	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	TWISTED	FLAKE	NON-CORTICAL	UNWORKED	286	107.12	84.8	44.4	84.4	70.6	82.9	61.2	0.79	0.41	0.86	283.4	6886.1	90	0.01	29.8	0.35	53.6	29.2	22.7	28.8	19.5	223.8	2313.8	0.05	"MEDIUM GREY TENDS TO PATINATED TO OLIVE BROWN, UNWORKED PLATFORM BUTT"
240	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	0	5	LIGHTLY ABRADED	LINEAR	UNCLEAR	PARTIALLY CORTICAL	COMPLETELY WORKED	372	135.53	92.6	54.3	92.4	80.7	91.2	70.3	0.68	0.4	0.87	338.5	9786	100	0.01	29.1	0.31	52.3	28.4	23.2	26.3	18.7	272.4	2867.8	0.04	
241	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	0	5	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	340	125.45	91.6	57.9	90.9	77.7	87.6	56	0.73	0.46	0.72	308.8	8552.4	100	0.01	30.2	0.32	58.8	29.3	19.1	29.3	20.2	243.5	2471.8	0.01	
242	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1916	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	FRESH	HARD CHALK RIND	15	75	FRESH	IRREGULAR	COBBLE	PARTIALLY CORTICAL	PARTIALLY WORKED	389	105.21	94.3	46.8	94.3	71	92.2	68.1	0.89	0.44	0.95	282.8	7354.4	100	0.01	38.9	0.41	62.4	37.7	28.2	36.2	29.6	223.5	3016.3	0.02	ROUGHOUT OR FAKE
243	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	207	103.14	75.6	40.8	75.4	63.8	69	54.5	0.73	0.39	0.85	286.7	5997.6	100	0.38	23.2	0.3	38	23	17	20.4	14.8	217.9	1766.4	0.02	
244	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	RIND STAINED	0	5	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	264	106.71	79.6	39.6	78.5	59.4	76	60.6	0.74	0.37	1.02	268.4	6377.1	100	0.04	31.5	0.39	43	30.4	20.4	28	15.4	224.3	2211.2	0.03	NOTCH ADJACENT TO TIP
245	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	EXTREME PATINATION	NONE	0	0	ROLLED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	226	104.4	63.1	51.8	62.5	53	62.1	45.7	0.6	0.49	0.86	328.4	4948.1	100	0.47	30.7	0.48	29.9	30.3	24.5	25.5	17.8	237.3	2274.1	0.01	ROUGH BIFACE
246	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	138	85.44	66.1	41.2	65.7	50.7	65.5	32.4	0.77	0.48	0.63	223.9	3886.9	100	0.02	24	0.36	49.9	24	15.8	23	19.2	181.3	1559.5	0.01	POSSIBLE NOTCH ADJACENT TO TIP
247	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	IRREGULAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	316	109.23	74.2	35.4	73.3	67.8	69.8	52.3	0.67	0.32	0.77	275.6	6231.8	100	0.03	37.2	0.5	49.2	37.2	27.3	35.9	20.5	303.9	2646.3	0.11	
248	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1916	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	RIND STAINED	0	5	ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	UNWORKED	208	96.23	60.5	56	59.9	47.7	56.8	53.6	0.62	0.58	1.12	244.5	4628.3	92	0.01	30.5	0.5	38.3	30.2	25.2	29.1	20.5	191.7	2054.9	0.06	"UNWORKED PLATFORM BUTT, MAY BE MODIFIED FLAKE RATHER THAN BIFACE, i.e. FEW VENTRAL REMOVALS"
249	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	696	196.41	91.6	97.8	91.1	76.3	90.7	62.6	0.46	0.49	0.82	435.8	13354.4	100	0.01	41.7	0.45	122.2	41.4	21.8	38.9	28.5	394.6	5453.9	0.04	PLANO-CONVEX
250	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	0	2	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	494	157.81	87.9	68.9	87.9	74.3	84	56.5	0.55	0.43	0.76	419.8	10111.7	100	0.79	39	0.44	72.8	38.9	23.7	37.7	22.7	333.2	4020.2	0.08	
251	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	420	143.09	79.6	72.8	79	60.2	78.8	58.6	0.55	0.5	0.97	332.3	8591	100	0.01	35.8	0.44	58.3	35.6	23.6	33.1	21.9	297.2	3470.9	0.03	
252	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	458	165.86	85.9	73.7	85.7	73.9	83.1	58.9	0.51	0.44	0.79	386.4	10869	100	0.01	32	0.37	93.4	29.4	25.6	27.9	18.6	325.6	3543.9	0.02	
253	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	152	99.43	77.4	44.8	76.7	61.3	74.1	44.6	0.77	0.45	0.72	274.6	5445.9	100	0.3	22.9	0.29	34.5	22.7	17.6	18.6	12.2	206.3	1539.8	0.01	
254	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	298	125.71	71.9	44.9	71.5	65.5	66.7	50.7	0.57	0.35	0.77	296.5	7056.9	100	0	26.7	0.37	26.7	26.5	26.3	24.6	14.6	252.8	2529.6	0.02	
255	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	EXTREME PATINATION	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	118	84.61	59.6	46.7	57.5	50.3	57	41.5	0.7	0.55	0.82	213.2	3898	100	0.01	21.9	0.36	35.3	21.7	17.2	19.4	12.4	168	1267.3	0.01	
256	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	RIND STAINED	20	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	264	117.03	62.9	60.2	62.5	53.3	62.3	49.7	0.53	0.51	0.93	274.9	5875.3	100	0.01	32.4	0.51	68.2	32	25.6	30.2	15.7	237.1	2607.4	0.02	
257	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	125	83.72	62.5	57.3	62	46.6	58.6	57.3	0.74	0.68	1.22	220.9	4184.9	90	0	25.1	0.4	47.1	22.4	17.4	22.2	18.2	176.8	1542	0.01	PARTIALLY WORKED PLATFORM ADJACENT TO TIP
258	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1877	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	EXTREME PATINATION	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	254	110.56	82.9	45.9	82.4	72.1	79.2	53.2	0.74	0.41	0.73	280.6	6943.5	100	0	27.7	0.33	59.1	26.9	21.3	26	18	221.8	2148.2	0.01	
259	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	167	95.1	73.8	37.4	72.3	62.7	68.9	48.3	0.77	0.39	0.77	238.3	5163.1	100	0.01	22.6	0.3	42.2	21.4	16.6	21	12.5	189.6	1486.3	0	
261	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	RIND STAINED	0	5	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	127	87.42	64.4	35.2	63.9	55.8	61.3	38	0.73	0.4	0.68	241.2	4065.7	100	0.14	23.2	0.36	46	23.2	16.7	22.8	12.6	179.9	1377.8	0.02	
262	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1874	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	10	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	200	106.87	62.9	58.8	60.9	53.8	60	41.5	0.58	0.55	0.77	250.3	5004.9	100	0.01	30.7	0.48	48.7	29.6	17.9	29.2	17.9	215.3	2046.4	0.08	
263	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	103	71.35	66.3	30.2	65	58.2	63.7	37.7	0.92	0.42	0.64	201.4	3347.8	100	0.03	24.5	0.36	36.2	24.5	18.6	23.1	11.9	149.9	1147.7	0.03	
264	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	HARD CHALK RIND	0	15	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	54	56.3	55.6	20.7	55.1	46	53.8	37.3	0.98	0.36	0.81	171.6	2386.1	100	0.01	17.3	0.31	25.6	17.2	12	17	11.2	108.4	664.8	0	
265	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	LIGHTLY PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	98	82.06	56.8	27.5	56	43.4	53.6	34.2	0.69	0.33	0.78	200.6	3321.2	100	0.01	23.2	0.4	46.3	22.4	14.1	21.6	15.1	168.7	1264.9	0.03	
266	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	115	69.45	66	26.6	66	58.2	60.3	39.9	0.95	0.38	0.68	204.4	3337.9	100	0.06	24.1	0.36	24.9	23.1	18.7	20.8	14.3	141.5	1120	0.06	
267	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	75	76.19	54.1	29.4	53.9	46.6	52.7	36.6	0.71	0.38	0.78	189.5	3181.1	100	0.01	20.5	0.37	41.1	20.5	12.3	19.2	12.8	159.6	1014.1	0.03	
268	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1873	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	EXTREME PATINATION	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	72	67.6	48	32.4	47.9	40.5	47.4	38.1	0.71	0.47	0.94	171.9	2611.3	100	0.01	20.7	0.43	26.3	20.4	16.1	19.2	10.8	135.9	965.6	0.02	PLANO-CONVEX
269	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	113	80.58	53.1	42.1	52.3	43.7	51.9	40.6	0.65	0.52	0.92	199.8	3319.6	100	0.01	25.1	0.47	41.2	24.5	20.5	24.5	13.1	166.6	1418.5	0.01	
270	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	79	77.57	54.1	28.7	54.1	46.6	51	29.4	0.69	0.36	0.63	188.5	3066	100	0.01	21.2	0.39	26.8	20.9	16.1	18.9	13.8	154.4	1121.5	0.02	
271	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	FLAKE	NON-CORTICAL	UNWORKED	227	99.62	73.3	37.3	72.7	69.6	67.9	46.4	0.73	0.37	0.66	260.8	5686.7	82	0.01	27.6	0.37	41.2	26.1	24.4	24.2	15.4	208.9	1989.7	0.04	UNWORKED PLATFORM BUTT
272	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	180	93.89	69.8	24.3	69.8	63.4	65.2	42	0.74	0.25	0.66	253	4741.8	51	0.03	27.5	0.39	44	26.4	19.7	26.1	14.2	192.2	1696.4	0.03	UNWORKED PLATFORM BUTT AND UNWORKED LEFT HAND SIDE EDGE
273	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	1913	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	RIND STAINED	0	25	ABRADED	IRREGULAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	41	50.27	46.8	26.1	44.4	38	44.2	29.5	0.93	0.51	0.77	139.1	1702	100	0.01	15	0.32	25.1	14.8	5.9	14.8	7.2	121.8	481	0.04	
274	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	153	99.96	68.4	48.7	68.4	59.6	67.6	34	0.68	0.48	0.57	247	4764	100	0.06	21.4	0.31	59.5	20.7	15.6	19.5	15.2	207.2	1627.2	0.03	PATINA EVIDENCE FOR REUSE WITH RETOUCH ALONG UPPER RIGHT HAND SIDE AND ALONG LEFT HAND EDGE
275	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	LIGHTLY PATINATED	NONE	0	0	LIGHTLY ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	90	72.48	58	40.8	55.8	49.2	54.8	39.4	0.8	0.56	0.8	193.9	3216.1	79	0.01	20.9	0.36	24.8	20	15.8	16.4	15	153.7	1097.5	0.01	LITTLE WORKING ALONG BUTT AND RIGHT HAND SIDE
276	WARREN HILL	EUROPE	ENGLAND	HANDAXE	COMPLETE	STURGE	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"BRITISH MUSEUM, LONDON, ENGLAND"	UNCLEAR		FLINT	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	LINEAR	UNCLEAR	NON-CORTICAL	COMPLETELY WORKED	76	70.49	53.6	27.6	53.6	41.5	52.5	32.3	0.76	0.39	0.77	176.4	2722.7	100	0.01	17	0.31	22	16.4	15.8	15.4	13.1	140.9	906.6	0.01	
